first_name	last_name	gender	dob	state	phone	zip	age	cost
Carman	Doughnut	F	1/9/1952	IA	16866085937	23993	69	cost
Carman	Doughnut	F	3/11/1995	VT	4124823204	13535	26	cost
Jim	Curler	M	8/4/1979	TX	8801527936	35684	41	cost
Carman	Fryer	F	7/24/1926	TX	7764722462	97553	94	cost
Jim	Do	M	4/25/1989	IA	2827324890	51647	32	cost
Thomas	Do	M	10/10/2030	VT	16768122224	78625	-10	cost
Lisa	Doughnut	F	12/13/1955	TX	7625916807	29943	65	cost
Lisa	Doughnut	F	1/6/1959	TX	4103563595	11299	62	cost
Lisa	Fryer	F	6/27/2029	VT	11463794947	27057	-8	cost
Ashleigh	Doughnut	F	6/27/1932	CA	13423981069	86086	89	cost
Alex	Doe	M	5/17/1960	IA	3581274291	63231	61	cost
Todd	Fryer	M	8/22/1954	CA	2763633885	67641	66	cost
Alex	Doughnut	F	3/6/1980	TX	7691568847	43000	41	cost
Alex	Sourdough	F	10/28/2027	VT	15514558761	84833	-7	cost
Lisa	Curler	F	8/18/2023	TX	7398954550	96879	-3	cost
Carman	Crisp	F	11/18/1949	TX	1264644103	1038	71	cost
Ashleigh	Dough	F	9/21/2015	VT	8006616724	33766	5	cost
Thomas	Fryer	M	6/14/1977	IA	3031334971	52469	44	cost
Ashleigh	Crisp	F	1/25/1982	IA	2348956297	7709	39	cost
Alex	Curler	F	9/18/2005	IA	2001915517	98227	15	cost
Lisa	Doughnut	F	7/21/1916	CA	4028146361	19259	105	cost
Ben	Sourdough	M	7/19/1992	IA	14415326625	75726	29	cost
Ben	Doe	M	11/10/2003	IA	11267028219	22143	17	cost
Alex	Dough	M	2/15/1947	VT	17804674864	78145	74	cost
Ben	Fryer	M	2/3/2004	IA	2413877620	49555	17	cost
Alex	Dough	F	9/26/1999	IA	2965173003	66885	21	cost
John	Curler	M	2/6/1968	IA	5586233080	77920	53	cost
Alex	Fryer	M	3/14/1976	CA	4838866757	7254	45	cost
Asheley	Doughnut	F	4/13/2025	IA	11068572084	4821	-4	cost
Thomas	Curler	M	9/9/1967	CA	5385643971	74842	53	cost
Ben	Fryer	M	1/6/1984	TX	3387816279	27501	37	cost
Jim	Doughnut	M	3/5/2031	CA	11336197134	78290	-10	cost
Ben	Crisp	M	7/14/1925	IA	13075197717	60962	96	cost
Carman	Doughnut	F	1/29/1977	VT	14075394042	49760	44	cost
Alex	Doughnut	F	7/8/1966	VT	6045031032	91144	55	cost
Thomas	Sourdough	M	3/31/2010	TX	5512448329	53371	11	cost
Todd	Doughnut	M	12/5/1961	VT	6675154639	14184	59	cost
Todd	Curler	M	5/3/1942	VT	17237226616	65658	79	cost
Jim	Dough	M	1/16/1955	IA	6314571136	63586	66	cost
Jim	Doe	M	10/20/1938	IA	15994993249	23037	82	cost
Todd	Fryer	M	9/18/1933	CA	16891548486	46053	87	cost
Alex	Doe	M	5/12/2014	TX	2817911683	72743	7	cost
Jim	Doe	M	3/18/1994	VT	8003448878	72815	27	cost
Asheley	Fryer	F	6/25/1999	TX	2351785763	22708	22	cost
Asheley	Sourdough	F	1/31/1960	IA	11542481767	66553	61	cost
Ashleigh	Sourdough	F	9/19/1937	VT	3911233770	78426	83	cost
Alex	Crisp	F	12/3/1968	TX	15665437296	4617	52	cost
Asheley	Do	F	4/10/1956	TX	4885692493	31637	65	cost
Alex	Sourdough	F	12/2/1977	VT	5546906597	83457	43	cost
Ashleigh	Doughnut	F	3/16/1975	VT	6841624117	49475	46	cost
Carman	Curler	F	10/7/1934	VT	5813846201	81129	86	cost
Alex	Dough	M	11/1/1959	IA	1282744582	78366	61	cost
Ashleigh	Doe	F	12/31/2021	VT	5295768179	2141	-1	cost
Alex	Fryer	M	12/24/1970	IA	8853076900	89682	50	cost
Thomas	Dough	M	6/23/2020	IA	3523828647	89531	1	cost
Thomas	Doughnut	M	3/29/1981	VT	13183271995	98196	40	cost
Alex	Doughnut	F	1/3/1915	TX	2364631964	29845	106	cost
Carman	Sourdough	F	5/11/1956	TX	5328597934	70782	65	cost
Alex	Doughnut	F	9/4/1968	TX	8448712208	48695	52	cost
Carman	Do	F	6/1/1979	IA	8304672850	95432	42	cost
Alex	Curler	F	7/10/1975	VT	16468647608	18316	46	cost
Asheley	Curler	F	6/22/1970	IA	14132998704	11085	51	cost
Carman	Doe	F	3/21/1980	VT	6746275876	82542	41	cost
Asheley	Sourdough	F	3/8/2017	TX	6796812359	13116	4	cost
Lisa	Sourdough	F	1/23/1923	TX	6136895359	7257	98	cost
Alex	Do	M	11/22/1961	TX	8406647588	21510	59	cost
Alex	Do	F	2/1/1979	IA	4666478874	26585	42	cost
John	Fryer	M	12/19/1922	VT	8945954208	54655	98	cost
John	Dough	M	1/23/1953	IA	1194482579	26565	68	cost
Todd	Dough	M	1/22/2011	IA	12538768983	38983	10	cost
Alex	Doe	M	3/3/1943	TX	5352126845	13371	78	cost
Thomas	Fryer	M	5/12/1963	CA	2111745446	91776	58	cost
Carman	Fryer	F	10/22/2028	TX	3224477085	6043	-8	cost
Alex	Do	F	4/26/1958	VT	6935371636	44907	63	cost
Ben	Doughnut	M	6/13/2010	IA	16672301833	15515	11	cost
Lisa	Doughnut	F	6/4/2012	TX	3673757031	89433	9	cost
Jim	Doughnut	M	12/20/1978	IA	16442494031	53934	42	cost
Lisa	Doe	F	2/24/1975	CA	16346542129	42501	46	cost
John	Doughnut	M	11/19/1984	VT	6313946842	5753	36	cost
Thomas	Do	M	6/11/1943	CA	5312698900	97420	78	cost
Todd	Fryer	M	9/3/1927	VT	2233801877	15455	93	cost
Todd	Do	M	12/28/1997	VT	8681741436	71480	23	cost
Ben	Crisp	M	9/14/2009	VT	1392245875	39806	11	cost
Ben	Fryer	M	12/12/1967	TX	1803092003	74997	53	cost
Todd	Do	M	1/14/1933	CA	1045092219	44711	88	cost
Ashleigh	Crisp	F	3/19/1923	CA	15046308197	85113	98	cost
Asheley	Sourdough	F	9/14/1988	IA	3211592488	34642	32	cost
Asheley	Dough	F	2/24/1944	CA	1412293856	72256	77	cost
Carman	Dough	F	3/28/2015	VT	1888424283	57431	6	cost
Alex	Curler	F	4/13/1947	IA	3654436059	59787	74	cost
Jim	Fryer	M	2/8/2029	TX	2267826684	77287	-8	cost
Alex	Dough	M	3/21/2019	IA	5548416269	1139	2	cost
Alex	Do	F	9/26/1912	IA	3664615832	13402	108	cost
Thomas	Doe	M	11/11/1944	TX	11285308029	7587	76	cost
Lisa	Dough	F	12/31/2004	TX	5477207207	27527	16	cost
Carman	Dough	F	1/24/1981	IA	5651301128	37097	40	cost
Ben	Fryer	M	7/8/1918	IA	7317473267	85506	103	cost
Lisa	Doe	F	2/13/1919	IA	3321477584	21201	102	cost
Todd	Doughnut	M	4/17/1964	VT	17678787924	87672	57	cost
Ashleigh	Doughnut	F	12/15/1993	IA	12822583519	29698	27	cost
Carman	Curler	F	7/24/1951	IA	3847326130	2299	69	cost
Alex	Dough	F	10/31/2000	CA	8752192898	97308	20	cost
Thomas	Crisp	M	9/29/1987	VT	16928803598	13600	33	cost
Lisa	Dough	F	4/29/1964	VT	11633525833	53783	57	cost
Lisa	Crisp	F	6/3/1979	VT	5033146378	89392	42	cost
Lisa	Crisp	F	4/6/1955	VT	3077701813	23603	66	cost
Thomas	Sourdough	M	3/23/2013	TX	7527254558	36207	8	cost
John	Do	M	5/13/2009	CA	1344573198	42953	12	cost
Alex	Sourdough	F	6/26/1963	TX	5473196954	65634	58	cost
Alex	Do	F	8/8/2029	VT	4606016084	34855	-9	cost
Lisa	Doe	F	5/17/2002	CA	11345618886	53509	19	cost
Asheley	Dough	F	7/13/1941	VT	5878196226	57223	80	cost
Thomas	Doe	M	10/20/2011	CA	18985091817	52683	9	cost
Asheley	Do	F	1/12/1916	VT	5706817577	76940	105	cost
Lisa	Curler	F	12/22/1964	IA	8586005060	57117	56	cost
Lisa	Crisp	F	10/14/2008	VT	5304536816	46218	12	cost
Carman	Curler	F	4/25/1962	CA	3092063080	11249	59	cost
Jim	Sourdough	M	5/18/1952	CA	12188806994	86457	69	cost
John	Sourdough	M	1/9/1935	IA	7306322946	6583	86	cost
Ashleigh	Do	F	8/5/1951	IA	14238457205	7858	69	cost
Jim	Crisp	M	10/13/1931	IA	8075637272	32834	89	cost
Jim	Sourdough	M	5/12/1919	IA	7491614101	76759	102	cost
Jim	Sourdough	M	8/7/1993	CA	6564903636	80144	27	cost
Thomas	Crisp	M	1/28/1940	IA	1547541401	66300	81	cost
Asheley	Sourdough	F	11/19/1990	CA	1477751910	73371	30	cost
Carman	Doughnut	F	2/27/1929	CA	1815956264	20148	92	cost
Jim	Doe	M	3/24/1922	CA	4486897582	2148	99	cost
Ben	Do	M	1/9/1991	CA	1086152805	20873	30	cost
Carman	Dough	F	6/14/2005	VT	8523393209	32843	16	cost
Lisa	Dough	F	7/22/2011	CA	8522915458	48087	10	cost
John	Fryer	M	3/23/1947	TX	2573877788	50495	74	cost
Carman	Dough	F	9/10/1937	TX	7142971286	27121	83	cost
John	Fryer	M	9/24/2003	CA	1254116914	91758	17	cost
Thomas	Dough	M	4/21/1944	CA	11466956189	65845	77	cost
Alex	Dough	M	2/1/1930	VT	8906385009	50288	91	cost
Alex	Crisp	M	1/8/1925	VT	12101783420	4153	96	cost
Ben	Doe	M	8/19/2022	TX	5243652520	71510	-2	cost
Lisa	Dough	F	4/21/1970	VT	8956116917	16897	51	cost
Asheley	Dough	F	11/26/1966	TX	2115312012	44563	54	cost
Todd	Crisp	M	10/18/1913	VT	8661203023	78734	107	cost
Todd	Curler	M	5/25/2024	IA	4232978046	75680	-3	cost
Jim	Crisp	M	7/31/1955	VT	14454106972	59664	65	cost
Lisa	Doe	F	9/10/1962	VT	6732874077	56907	58	cost
Todd	Doe	M	6/28/1943	VT	3645602276	90862	78	cost
Carman	Do	F	10/18/2021	IA	3911391288	91997	-1	cost
Asheley	Fryer	F	2/6/1942	TX	1116904421	75020	79	cost
Alex	Curler	M	1/26/1965	VT	3814481847	1469	56	cost
Carman	Curler	F	1/26/1913	TX	1556792289	40528	108	cost
Jim	Doughnut	M	9/16/1954	VT	2281615620	46946	66	cost
Asheley	Fryer	F	3/24/2029	IA	7917917606	24056	-8	cost
Ashleigh	Doe	F	2/17/1922	VT	2281253390	41372	99	cost
Jim	Curler	M	3/14/1919	CA	3372682374	67068	102	cost
Jim	Doe	M	3/17/1950	TX	16238783822	70588	71	cost
Carman	Dough	F	12/11/1964	IA	6246774221	95128	56	cost
Thomas	Crisp	M	10/8/1923	VT	7543473882	85233	97	cost
Jim	Sourdough	M	12/3/1939	IA	6241861073	53781	81	cost
John	Curler	M	11/4/1942	CA	17065911800	94119	78	cost
Ashleigh	Fryer	F	10/25/1991	IA	3407374181	45412	29	cost
Lisa	Crisp	F	4/24/1915	CA	1696214161	62895	106	cost
Todd	Doe	M	8/28/1981	VT	3173285336	78391	39	cost
Ben	Do	M	8/17/1957	TX	6318913351	62087	63	cost
Jim	Fryer	M	8/4/2000	IA	14174912045	38421	20	cost
Jim	Crisp	M	3/1/2012	VT	1935821884	63692	9	cost
Todd	Sourdough	M	5/30/1952	TX	7705334695	25693	69	cost
Ben	Doe	M	1/23/2001	IA	11453958573	56431	20	cost
Alex	Doughnut	F	10/22/2015	VT	8755592249	38762	5	cost
Ben	Curler	M	2/11/1972	CA	15807386091	74929	49	cost
Alex	Fryer	F	5/2/1933	IA	15168778288	87388	88	cost
Alex	Curler	M	9/15/1977	TX	8211466058	83487	43	cost
Alex	Doughnut	M	3/28/2018	CA	13098167048	52347	3	cost
Alex	Dough	M	7/3/1924	IA	3814607920	83810	97	cost
Alex	Dough	M	3/4/1916	TX	3923581237	19526	105	cost
Lisa	Sourdough	F	8/7/2013	CA	15556432514	91743	7	cost
Alex	Doe	M	9/17/2004	IA	15143366803	52589	16	cost
John	Do	M	5/4/2023	VT	4214468707	87056	-2	cost
Thomas	Dough	M	12/13/1924	VT	2847192886	33312	96	cost
Carman	Dough	F	12/11/1953	CA	2972608110	89680	67	cost
Jim	Doughnut	M	3/27/1912	IA	12395542128	48814	109	cost
Alex	Curler	F	4/20/1963	TX	18318068789	60658	58	cost
Thomas	Fryer	M	10/29/2022	TX	5292773457	82038	-2	cost
Jim	Dough	M	3/9/1941	CA	7696346279	1459	80	cost
Asheley	Curler	F	6/30/2014	VT	4472128193	19470	7	cost
Alex	Doe	F	10/10/1974	IA	4403477494	48331	46	cost
Ben	Dough	M	8/27/2005	CA	17482237007	71336	15	cost
Jim	Sourdough	M	3/6/1996	TX	3924951396	13284	25	cost
Jim	Do	M	9/7/1983	TX	2091762606	75729	37	cost
John	Dough	M	11/6/1915	VT	8256784139	41989	105	cost
Alex	Dough	F	5/28/2015	CA	3446471301	21295	6	cost
Carman	Sourdough	F	10/25/2024	TX	8527436122	96914	-4	cost
Alex	Sourdough	F	6/18/2029	IA	6604228602	75722	-8	cost
John	Doe	M	7/3/2005	VT	4236841117	44159	16	cost
Jim	Fryer	M	3/9/1938	TX	2804742304	50977	83	cost
John	Do	M	1/24/1955	CA	17218896255	77355	66	cost
Carman	Curler	F	3/17/1963	VT	6303468719	91090	58	cost
Carman	Crisp	F	8/11/1990	IA	8465404986	94028	30	cost
Lisa	Fryer	F	12/23/2005	IA	6743211639	36498	15	cost
Alex	Curler	F	8/2/1920	VT	15278554032	19988	100	cost
Lisa	Sourdough	F	1/30/1987	VT	3136797270	39179	34	cost
Ben	Sourdough	M	8/5/1969	TX	17923045508	59116	51	cost
Carman	Doe	F	5/2/1995	CA	13242925602	15472	26	cost
Thomas	Do	M	5/17/1928	TX	2275453163	52642	93	cost
Carman	Doe	F	1/26/1942	CA	4273197795	78220	79	cost
Alex	Crisp	F	12/13/1936	VT	4435323438	74088	84	cost
John	Doe	M	1/30/1920	VT	14118184891	86955	101	cost
Alex	Doughnut	M	11/16/1954	CA	3067125540	12963	66	cost
Lisa	Do	F	5/15/2016	CA	3517213245	49593	5	cost
Alex	Sourdough	M	3/7/1933	CA	4228001777	13035	88	cost
Todd	Fryer	M	7/18/1979	CA	6597128076	85897	42	cost
Ben	Do	M	11/21/1970	VT	7885831352	4366	50	cost
Asheley	Sourdough	F	4/10/1949	VT	7886193001	15367	72	cost
Todd	Crisp	M	6/16/1994	TX	2492845982	43660	27	cost
John	Crisp	M	10/11/2030	TX	3698117049	21160	-10	cost
Ashleigh	Doe	F	9/26/1954	VT	1082021946	61488	66	cost
Alex	Doughnut	F	4/14/1993	CA	13807771060	44333	28	cost
Todd	Fryer	M	7/3/1943	IA	6737246418	48589	78	cost
Jim	Doughnut	M	9/24/1981	IA	2921693295	29980	39	cost
John	Doe	M	3/15/1917	IA	8611345613	72527	104	cost
Lisa	Do	F	2/1/1928	CA	18923351572	27885	93	cost
Jim	Crisp	M	11/22/1946	IA	8213065496	46553	74	cost
Asheley	Fryer	F	12/24/1992	IA	7165457600	30219	28	cost
Jim	Sourdough	M	10/17/1976	CA	8494026976	86790	44	cost
Ashleigh	Dough	F	6/15/2004	IA	1771317532	59452	17	cost
Ashleigh	Curler	F	7/11/1955	TX	5251226121	61266	66	cost
Thomas	Sourdough	M	11/13/1963	VT	2256158179	44571	57	cost
Todd	Doughnut	M	4/1/1988	IA	13227367302	64447	33	cost
Lisa	Do	F	8/19/2027	CA	2505006106	52054	-7	cost
Todd	Doughnut	M	6/9/1943	CA	7266022836	69564	78	cost
Alex	Dough	F	4/24/1985	CA	4036987438	39957	36	cost
Ashleigh	Dough	F	6/2/2024	CA	15645881238	49002	-3	cost
Ben	Doughnut	M	7/22/1930	VT	7155495890	29192	91	cost
Alex	Fryer	F	7/27/1932	CA	3703282115	90539	88	cost
Ben	Curler	M	9/13/1996	VT	5398376493	3674	24	cost
Lisa	Doughnut	F	7/12/1936	CA	2812247724	29347	85	cost
Alex	Fryer	M	1/4/2000	VT	3313396120	44922	21	cost
Ben	Sourdough	M	1/21/1968	IA	12902077212	66566	53	cost
John	Doughnut	M	8/17/1994	TX	2427184503	75165	26	cost
Ben	Do	M	1/9/1973	TX	8335231749	41364	48	cost
John	Curler	M	2/14/1974	VT	4346591751	7425	47	cost
Alex	Crisp	F	7/7/1924	TX	1128596844	11340	97	cost
Ashleigh	Fryer	F	8/21/2025	VT	3561652110	1818	-5	cost
Thomas	Curler	M	2/7/1997	VT	2422442778	75582	24	cost
John	Doe	M	9/2/1980	IA	5881305751	55631	40	cost
Asheley	Do	F	2/28/1916	CA	7405878790	18431	105	cost
Asheley	Curler	F	11/16/1949	CA	5914448974	79007	71	cost
Lisa	Crisp	F	10/21/1949	CA	15315162184	92267	71	cost
Asheley	Dough	F	11/2/2002	VT	4138417791	14877	18	cost
Alex	Crisp	M	2/15/1951	VT	16118555654	90586	70	cost
Jim	Doe	M	2/7/2031	TX	5845267459	41045	-10	cost
Alex	Sourdough	F	3/16/1929	CA	1406887055	16577	92	cost
Lisa	Fryer	F	4/8/2028	CA	1514213491	24399	-7	cost
Lisa	Sourdough	F	5/2/2008	TX	5502885201	1341	13	cost
Ben	Fryer	M	1/25/1945	VT	3154138702	98641	76	cost
Alex	Doughnut	F	12/28/1931	VT	5444482113	80559	89	cost
Alex	Fryer	F	6/21/2013	CA	1478437927	64441	8	cost
Jim	Do	M	6/17/2014	CA	5895314223	48053	7	cost
John	Curler	M	11/11/1968	TX	1532798867	99124	52	cost
Lisa	Doe	F	7/30/2026	VT	1478888509	76959	-6	cost
Carman	Sourdough	F	2/14/1996	IA	12885184059	96686	25	cost
Todd	Doughnut	M	10/6/1995	IA	3717283819	99243	25	cost
Carman	Doughnut	F	11/30/1989	IA	2571668731	10548	31	cost
Jim	Fryer	M	4/5/1945	IA	5663112220	13860	76	cost
Alex	Fryer	F	10/8/1968	CA	5227514371	79727	52	cost
Lisa	Crisp	F	6/14/1924	CA	3777244528	21072	97	cost
Alex	Doughnut	F	6/26/1925	TX	6524744529	69179	96	cost
John	Curler	M	5/8/1913	IA	6564718815	54741	108	cost
Jim	Curler	M	3/2/1999	IA	4774015470	78507	22	cost
John	Curler	M	4/1/1948	IA	15291002608	72474	73	cost
Alex	Do	M	6/8/2012	TX	8331331622	79239	9	cost
Jim	Sourdough	M	6/22/2020	IA	7616958128	75156	1	cost
Carman	Doe	F	7/23/1953	TX	8591838753	71176	68	cost
John	Do	M	1/12/1933	TX	1496127832	54817	88	cost
Carman	Sourdough	F	11/12/1924	CA	1984025902	66596	96	cost
Asheley	Do	F	3/31/1967	TX	3945696697	92110	54	cost
Alex	Doe	M	6/19/2013	VT	1831374667	11492	8	cost
Asheley	Doe	F	7/31/1912	IA	6678606206	61185	108	cost
Todd	Doughnut	M	4/24/2011	CA	17451665198	37467	10	cost
Thomas	Crisp	M	12/6/1970	TX	1992652286	29762	50	cost
Alex	Sourdough	F	10/5/1985	CA	16913494186	29686	35	cost
Lisa	Crisp	F	4/25/1971	VT	12533706538	25568	50	cost
Jim	Dough	M	4/14/2027	IA	1656562888	43009	-6	cost
Ashleigh	Sourdough	F	11/5/1964	VT	7057016461	39854	56	cost
Alex	Doughnut	M	12/15/2014	CA	8138652024	31443	6	cost
Lisa	Curler	F	11/28/1911	TX	3866615090	69383	109	cost
Alex	Curler	F	3/4/1955	IA	7284287499	39023	66	cost
Ben	Crisp	M	6/25/1997	IA	15612061943	42675	24	cost
Thomas	Fryer	M	10/28/2020	TX	6354138459	45180	0	cost
Thomas	Do	M	9/30/1955	CA	16864843562	60663	65	cost
Ashleigh	Doe	F	2/26/2026	TX	6258242719	81096	-5	cost
Alex	Curler	M	12/1/2016	CA	5222294983	50559	4	cost
Alex	Crisp	M	1/11/2005	CA	12141462262	22550	16	cost
Alex	Curler	M	6/24/1986	TX	1971614576	97679	35	cost
Thomas	Doughnut	M	3/13/1992	IA	14744885589	51055	29	cost
Asheley	Sourdough	F	7/12/1998	CA	11887224835	61679	23	cost
John	Dough	M	8/20/1916	IA	7528038754	43287	104	cost
Ben	Fryer	M	7/7/1945	TX	16265701956	6937	76	cost
Thomas	Fryer	M	12/1/1947	VT	6718368995	5332	73	cost
Todd	Doughnut	M	7/16/2013	TX	7133141069	83257	8	cost
Ashleigh	Sourdough	F	11/13/1941	VT	2913481742	27855	79	cost
Todd	Doe	M	12/16/1938	TX	4513457176	86246	82	cost
Carman	Doughnut	F	5/15/1972	CA	12053171133	76697	49	cost
Thomas	Crisp	M	8/4/1914	TX	18954282909	24628	106	cost
Asheley	Crisp	F	3/24/1971	TX	8802615263	24468	50	cost
Carman	Curler	F	6/12/1995	CA	4192153832	94406	26	cost
Thomas	Sourdough	M	10/12/2026	IA	6276623158	20399	-6	cost
Todd	Curler	M	6/2/1972	TX	5973856845	43871	49	cost
Alex	Curler	M	10/17/2002	VT	6051971415	70523	18	cost
Lisa	Crisp	F	7/20/2021	TX	14491355406	44837	0	cost
Alex	Crisp	F	8/15/1936	TX	6077391258	41691	84	cost
Ben	Sourdough	M	5/16/2010	VT	12263308417	38329	11	cost
Lisa	Doughnut	F	10/19/2007	IA	5796873012	54117	13	cost
Alex	Fryer	F	9/15/1975	CA	4817855201	73307	45	cost
John	Do	M	4/10/1974	VT	7058315236	69672	47	cost
Jim	Sourdough	M	4/3/1954	TX	17318508074	44175	67	cost
Alex	Curler	M	6/29/2028	TX	3636387472	96076	-7	cost
John	Doe	M	11/26/2019	TX	8772922181	42914	1	cost
Alex	Fryer	M	10/14/1929	CA	5044537593	97275	91	cost
Thomas	Curler	M	4/25/2030	VT	12638094811	44110	-9	cost
Alex	Curler	F	12/23/1999	VT	18008583162	36490	21	cost
John	Sourdough	M	6/18/2029	TX	14831412204	30019	-8	cost
Lisa	Crisp	F	4/9/2016	TX	1186874181	17718	5	cost
Carman	Dough	F	2/11/1956	VT	7178603985	69172	65	cost
Ashleigh	Dough	F	8/23/1916	IA	4076784200	25271	104	cost
Lisa	Curler	F	6/23/1943	TX	1636253500	50955	78	cost
Todd	Fryer	M	4/30/2016	IA	5428123184	15221	5	cost
John	Doe	M	10/15/2029	IA	15332268987	50766	-9	cost
Carman	Doe	F	9/17/1941	VT	14008096462	6533	79	cost
Alex	Do	F	7/31/2024	IA	5716955842	44139	-4	cost
Asheley	Doe	F	7/21/1927	IA	4252173785	70119	94	cost
John	Fryer	M	6/24/2002	IA	4854711073	40715	19	cost
Todd	Sourdough	M	3/27/1954	CA	8418975817	41046	67	cost
Alex	Doughnut	F	2/20/1991	CA	3033995482	83661	30	cost
Carman	Do	F	9/6/1989	CA	7046326317	95939	31	cost
Todd	Fryer	M	9/28/1960	TX	15357934200	59296	60	cost
Todd	Dough	M	6/14/2019	VT	4685126192	14229	2	cost
Lisa	Doughnut	F	10/25/1955	TX	3523355404	35348	65	cost
Ashleigh	Curler	F	6/30/1928	CA	5776177071	42953	93	cost
Ashleigh	Curler	F	1/7/1955	IA	4376026029	57455	66	cost
Alex	Crisp	F	3/12/1952	IA	8566307388	18132	69	cost
Ashleigh	Doughnut	F	9/24/1949	IA	1467212235	69988	71	cost
Carman	Curler	F	8/10/2018	TX	1287101751	21188	2	cost
Alex	Crisp	F	9/16/1975	CA	1045494861	67546	45	cost
Thomas	Curler	M	5/21/2014	CA	5634292732	17152	7	cost
Ashleigh	Fryer	F	11/6/2021	IA	6336094180	98270	-1	cost
Asheley	Doughnut	F	3/26/1984	VT	4681131052	33868	37	cost
Todd	Crisp	M	6/28/1995	CA	6743997177	57246	26	cost
Todd	Crisp	M	10/15/2022	VT	8191337058	75919	-2	cost
Asheley	Dough	F	9/20/2021	VT	7897365047	23384	-1	cost
Thomas	Do	M	11/3/1958	TX	1452221202	46190	62	cost
Todd	Sourdough	M	12/14/1914	IA	3747552095	98471	106	cost
Alex	Curler	F	5/24/1956	CA	18632716594	32558	65	cost
Jim	Do	M	8/24/2013	TX	14893376832	17954	7	cost
Todd	Crisp	M	8/28/2005	IA	3445874053	98883	15	cost
Jim	Sourdough	M	2/6/2001	VT	15892011554	82717	20	cost
Asheley	Dough	F	7/7/1967	TX	7677024720	68566	54	cost
John	Curler	M	6/7/1996	TX	1537563435	5845	25	cost
Ashleigh	Dough	F	1/29/1973	VT	4252511516	94992	48	cost
Alex	Fryer	M	3/24/1948	VT	8321536987	8469	73	cost
Ben	Do	M	4/17/1988	VT	5835962161	71493	33	cost
Ben	Do	M	12/16/1980	IA	4334937314	72857	40	cost
Alex	Do	F	2/24/2023	CA	17395152268	8811	-2	cost
Asheley	Doe	F	4/22/2024	IA	1323181483	24679	-3	cost
Thomas	Sourdough	M	11/13/2000	TX	15297085755	60734	20	cost
Thomas	Doughnut	M	11/8/2011	VT	3115383146	3775	9	cost
Ashleigh	Do	F	3/11/1976	IA	6152812065	34373	45	cost
Alex	Doughnut	M	6/20/1962	IA	3684574551	39027	59	cost
Carman	Crisp	F	5/8/1927	TX	18002284727	27082	94	cost
Lisa	Doe	F	7/10/2014	IA	2454922581	62800	7	cost
Carman	Curler	F	8/14/1917	TX	12067448780	3371	103	cost
Alex	Fryer	F	6/15/1978	VT	7156393241	40905	43	cost
Jim	Dough	M	5/23/2023	CA	13787253024	31801	-2	cost
Carman	Crisp	F	5/16/1925	IA	5443461411	47156	96	cost
Carman	Curler	F	12/26/2028	CA	16364603285	78557	-8	cost
Ben	Doe	M	12/23/2021	VT	4817784716	92916	-1	cost
John	Crisp	M	11/14/1932	VT	2946946829	65535	88	cost
Thomas	Do	M	1/27/1995	CA	13326052145	45369	26	cost
Alex	Sourdough	F	6/24/1934	TX	11491257492	77006	87	cost
Jim	Fryer	M	8/16/2008	VT	3497544315	37362	12	cost
Ben	Dough	M	1/26/1959	IA	2913954495	17398	62	cost
John	Sourdough	M	3/14/2018	TX	14628305482	30470	3	cost
Todd	Doe	M	3/3/2019	TX	3001951872	46695	2	cost
Ashleigh	Sourdough	F	10/14/1969	IA	15516816465	88857	51	cost
John	Dough	M	4/9/1936	IA	6014628004	64533	85	cost
Asheley	Dough	F	8/30/1934	VT	8726588786	19311	86	cost
Thomas	Crisp	M	12/25/2011	TX	15992102706	85985	9	cost
Ben	Sourdough	M	12/27/1952	VT	18185327531	21764	68	cost
Alex	Fryer	M	2/10/1955	VT	2842761134	12036	66	cost
Jim	Sourdough	M	12/14/1994	TX	7235123226	44568	26	cost
Lisa	Do	F	10/31/1915	TX	13256896827	56847	105	cost
Ashleigh	Crisp	F	7/21/2028	TX	13812623758	55704	-7	cost
Ashleigh	Doughnut	F	12/19/1993	TX	2152343531	62861	27	cost
Carman	Do	F	10/25/1986	IA	4342378205	43680	34	cost
Asheley	Fryer	F	8/20/1954	VT	2821997070	8625	66	cost
Ashleigh	Crisp	F	4/30/2027	IA	3066983899	56115	-6	cost
Alex	Crisp	M	3/7/1915	IA	5893712296	9803	106	cost
Thomas	Doughnut	M	12/31/2021	TX	7303062513	51209	-1	cost
Ashleigh	Sourdough	F	12/27/1970	TX	4294922584	10744	50	cost
Todd	Do	M	1/31/1986	TX	3967878037	30525	35	cost
John	Dough	M	2/27/1928	IA	1828834779	17263	93	cost
Todd	Doe	M	12/23/1973	TX	12711564245	16911	47	cost
Ashleigh	Sourdough	F	4/11/1977	TX	1276181683	20502	44	cost
Thomas	Doughnut	M	7/27/1923	VT	6015101751	39157	97	cost
Thomas	Crisp	M	9/26/1997	VT	8003531144	2478	23	cost
Alex	Curler	F	7/12/1932	TX	11008098281	65193	89	cost
Jim	Do	M	2/1/1997	TX	5353221191	76698	24	cost
Ben	Fryer	M	7/31/1928	CA	1745945280	26979	92	cost
Asheley	Fryer	F	3/13/1962	IA	5646982940	23561	59	cost
Alex	Doughnut	F	12/28/1986	TX	5094738090	44926	34	cost
Ashleigh	Dough	F	10/19/2027	VT	5061351414	95524	-7	cost
Carman	Crisp	F	7/11/1968	VT	1472275206	14735	53	cost
